Time (ms)	Vapor Fraction
431.6666667	0.553489258
432	0.55212793
432.3333333	0.550639648
432.6666667	0.551208008
433	0.554344727
433.3333333	0.553499023
433.6666667	0.554164063
434	0.555709961
434.3333333	0.554197266
434.6666667	0.55368457
435	0.565581055
435.3333333	0.555480469
435.6666667	0.555087891
436	0.554576172
436.3333333	0.556707031
436.6666667	0.556106445
437	0.556640625
437.3333333	0.55590625
437.6666667	0.551615234
438	0.552472656
438.3333333	0.556382813
438.6666667	0.553964844
439	0.553822266
439.3333333	0.551962891
439.6666667	0.55606543
440	0.553235352
440.3333333	0.552698242
440.6666667	0.550597656
441	0.551195313
441.3333333	0.55021875
441.6666667	0.549761719
442	0.553042969
442.3333333	0.552874023
442.6666667	0.550947266
443	0.551985352
443.3333333	0.550055664
443.6666667	0.543830078
444	0.542980469
444.3333333	0.544117188
444.6666667	0.543347656
445	0.548130859
445.3333333	0.546677734
445.6666667	0.546139648
446	0.541389648
446.3333333	0.546013672
446.6666667	0.54315625
447	0.540527344
447.3333333	0.538617188
447.6666667	0.526192383
448	0.528493164
448.3333333	0.543311523
448.6666667	0.539400391
449	0.531429688
449.3333333	0.531119141
449.6666667	0.536319336
450	0.532060547
450.3333333	0.534785156
450.6666667	0.535838867
451	0.54531543
451.3333333	0.542339844
451.6666667	0.542195313
452	0.544864258
452.3333333	0.544696289
452.6666667	0.546555664
453	0.547311523
453.3333333	0.548392578
453.6666667	0.550350586
454	0.549220703
454.3333333	0.551729492
454.6666667	0.553506836
455	0.55309668
455.3333333	0.557569336
455.6666667	0.555708984
456	0.556998047
456.3333333	0.55140918
456.6666667	0.548349609
457	0.544824219
457.3333333	0.548538086
457.6666667	0.546712891
458	0.545677734
458.3333333	0.546618164
458.6666667	0.548557617
459	0.546385742
459.3333333	0.548945313
459.6666667	0.548136719
460	0.550117188
460.3333333	0.549775391
460.6666667	0.547449219
461	0.546647461
461.3333333	0.544188477
461.6666667	0.544758789
462	0.543373047
462.3333333	0.543839844
462.6666667	0.544012695
463	0.544902344
463.3333333	0.543974609
463.6666667	0.545612305
464	0.543149414
464.3333333	0.539399414
464.6666667	0.536966797
465	0.535640625
465.3333333	0.534018555
465.6666667	0.539141602
466	0.531908203
466.3333333	0.533728516
466.6666667	0.531956055
467	0.535265625
467.3333333	0.535632813
467.6666667	0.533597656
468	0.536103516
468.3333333	0.532352539
468.6666667	0.535966797
469	0.53609082
469.3333333	0.535954102
469.6666667	0.536339844
470	0.536870117
470.3333333	0.532134766
470.6666667	0.527814453
471	0.523338867
471.3333333	0.527618164
471.6666667	0.522709961
472	0.528351563
472.3333333	0.52705957
472.6666667	0.531707031
473	0.534098633
473.3333333	0.532827148
473.6666667	0.533399414
474	0.531359375
474.3333333	0.533209961
474.6666667	0.528124023
475	0.526583008
475.3333333	0.528612305
475.6666667	0.530347656
476	0.534009766
476.3333333	0.532832031
476.6666667	0.529084961
477	0.522012695
477.3333333	0.522603516
477.6666667	0.528636719
478	0.528830078
478.3333333	0.533291992
478.6666667	0.532898438
479	0.524595703
479.3333333	0.531806641
479.6666667	0.530082031
480	0.524925781
480.3333333	0.525307617
480.6666667	0.525073242
481	0.519931641
481.3333333	0.528083008
481.6666667	0.523311523
482	0.521625977
482.3333333	0.523387695
482.6666667	0.518141602
483	0.514292969
483.3333333	0.51621875
483.6666667	0.518535156
484	0.516214844
484.3333333	0.51625
484.6666667	0.515629883
485	0.513616211
485.3333333	0.512503906
485.6666667	0.512276367
486	0.513858398
486.3333333	0.513245117
486.6666667	0.511360352
487	0.511256836
487.3333333	0.511083008
487.6666667	0.509769531
488	0.510198242
488.3333333	0.510375
488.6666667	0.513023438
489	0.514026367
489.3333333	0.513285156
489.6666667	0.51134668
490	0.513198242
490.3333333	0.512836914
490.6666667	0.510111328
491	0.510533203
491.3333333	0.509016602
491.6666667	0.508821289
492	0.510378906
492.3333333	0.510936523
492.6666667	0.510709961
493	0.510552734
493.3333333	0.511431641
493.6666667	0.510401367
494	0.509975586
494.3333333	0.509929688
494.6666667	0.512805664
495	0.512927734
495.3333333	0.511203125
495.6666667	0.512861328
496	0.516400391
496.3333333	0.517043945
496.6666667	0.516897461
497	0.518952148
497.3333333	0.519423828
497.6666667	0.521520508
498	0.520561523
498.3333333	0.518981445
498.6666667	0.520839844
499	0.519347656
499.3333333	0.522210938
499.6666667	0.522989258
500	0.523958984
500.3333333	0.52537207
500.6666667	0.52743457
501	0.525743164
501.3333333	0.524561523
501.6666667	0.525084961
502	0.525615234
502.3333333	0.526240234
502.6666667	0.526632813
503	0.526861328
503.3333333	0.527896484
503.6666667	0.527570313
504	0.527629883
504.3333333	0.526704102
504.6666667	0.526238281
505	0.525410156
505.3333333	0.52465332
505.6666667	0.525943359
506	0.52487207
506.3333333	0.525200195
506.6666667	0.522830078
507	0.521213867
507.3333333	0.52178418
507.6666667	0.521810547
508	0.520504883
508.3333333	0.517070313
508.6666667	0.515900391
509	0.515986328
509.3333333	0.514155273
509.6666667	0.511243164
510	0.51140625
510.3333333	0.511344727
510.6666667	0.507775391
511	0.505770508
511.3333333	0.503629883
511.6666667	0.503736328
512	0.500043945
512.3333333	0.498732422
512.6666667	0.4984375
513	0.496858398
513.3333333	0.494992188
513.6666667	0.492435547
514	0.49034082
514.3333333	0.491073242
514.6666667	0.488998047
515	0.488750977
515.3333333	0.484228516
515.6666667	0.479227539
516	0.477681641
516.3333333	0.474044922
516.6666667	0.47244043
517	0.469570313
517.3333333	0.469745117
517.6666667	0.466606445
518	0.463185547
518.3333333	0.461117188
518.6666667	0.460386719
519	0.457633789
519.3333333	0.456498047
519.6666667	0.456504883
520	0.45800293
520.3333333	0.455224609
520.6666667	0.45396582
521	0.454008789
521.3333333	0.456458008
521.6666667	0.454311523
522	0.457813477
522.3333333	0.454532227
522.6666667	0.456683594
523	0.455060547
523.3333333	0.454413086
523.6666667	0.45853418
524	0.455695313
524.3333333	0.459338867
524.6666667	0.461050781
525	0.464095703
525.3333333	0.462472656
525.6666667	0.463636719
526	0.463917969
526.3333333	0.466708984
526.6666667	0.467922852
527	0.468685547
527.3333333	0.47065918
527.6666667	0.473235352
528	0.477719727
528.3333333	0.47965918
528.6666667	0.479655273
529	0.482066406
529.3333333	0.484702148
529.6666667	0.48784668
530	0.488607422
530.3333333	0.490275391
530.6666667	0.493441406
531	0.492020508
531.3333333	0.492678711
531.6666667	0.495180664
532	0.49490918
532.3333333	0.495817383
532.6666667	0.495527344
533	0.496764648
533.3333333	0.498378906
533.6666667	0.498003906
534	0.499558594
534.3333333	0.501739258
534.6666667	0.501688477
535	0.501935547
535.3333333	0.502938477
535.6666667	0.504839844
536	0.509085938
536.3333333	0.509172852
536.6666667	0.511399414
537	0.511870117
537.3333333	0.512767578
537.6666667	0.515235352
538	0.515595703
538.3333333	0.517419922
538.6666667	0.521134766
539	0.523202148
539.3333333	0.525181641
539.6666667	0.529478516
540	0.531550781
540.3333333	0.532363281
540.6666667	0.536214844
541	0.53919043
541.3333333	0.539585938
541.6666667	0.541408203
542	0.541339844
542.3333333	0.543527344
542.6666667	0.545276367
543	0.546013672
543.3333333	0.547824219
543.6666667	0.550103516
544	0.549908203
544.3333333	0.550762695
544.6666667	0.553941406
545	0.552521484
545.3333333	0.554546875
545.6666667	0.554669922
546	0.556913086
546.3333333	0.557958008
546.6666667	0.560967773
547	0.560845703
547.3333333	0.559541992
547.6666667	0.560239258
548	0.561654297
548.3333333	0.562359375
548.6666667	0.562598633
549	0.569848633
549.3333333	0.564654297
549.6666667	0.564223633
550	0.570277344
550.3333333	0.565478516
550.6666667	0.567678711
551	0.569097656
551.3333333	0.569391602
551.6666667	0.566009766
552	0.566888672
552.3333333	0.567805664
552.6666667	0.568935547
553	0.568486328
553.3333333	0.566175781
553.6666667	0.56405957
554	0.56569043
554.3333333	0.564699219
554.6666667	0.566164063
555	0.565061523
555.3333333	0.56753125
555.6666667	0.566876953
556	0.569411133
556.3333333	0.569759766
556.6666667	0.569036133
557	0.57055957
557.3333333	0.57103125
557.6666667	0.57237207
558	0.572396484
558.3333333	0.573022461
558.6666667	0.569283203
559	0.573538086
559.3333333	0.573350586
559.6666667	0.572923828
560	0.572886719
560.3333333	0.571379883
560.6666667	0.571930664
561	0.571259766
561.3333333	0.570041016
561.6666667	0.57062793
562	0.568012695
562.3333333	0.568647461
562.6666667	0.569470703
563	0.57003125
563.3333333	0.570160156
563.6666667	0.570373047
564	0.571576172
564.3333333	0.57153125
564.6666667	0.573177734
565	0.569183594
565.3333333	0.565673828
565.6666667	0.568261719
566	0.56787207
566.3333333	0.568115234
566.6666667	0.568113281
567	0.56759375
567.3333333	0.566837891
567.6666667	0.568366211
568	0.567898438
568.3333333	0.566825195
568.6666667	0.568158203
569	0.566667969
569.3333333	0.562181641
569.6666667	0.561644531
570	0.555352539
570.3333333	0.554838867
570.6666667	0.553162109
571	0.553524414
571.3333333	0.551672852
571.6666667	0.554004883
572	0.553041016
572.3333333	0.552518555
572.6666667	0.550867188
573	0.550491211
573.3333333	0.549780273
573.6666667	0.548867188
574	0.547155273
574.3333333	0.550632813
574.6666667	0.545788086
575	0.54544043
575.3333333	0.549730469
575.6666667	0.543222656
576	0.541904297
576.3333333	0.540123047
576.6666667	0.544314453
577	0.544305664
577.3333333	0.540632813
577.6666667	0.543255859
578	0.542275391
578.3333333	0.539423828
578.6666667	0.537943359
579	0.540138672
579.3333333	0.539583008
579.6666667	0.539774414
580	0.539594727
580.3333333	0.540522461
580.6666667	0.537939453
581	0.536895508
581.3333333	0.540180664
581.6666667	0.5403125
582	0.537686523
582.3333333	0.535928711
582.6666667	0.53690625
583	0.534852539
583.3333333	0.534268555
583.6666667	0.534442383
584	0.533390625
584.3333333	0.532044922
584.6666667	0.529344727
585	0.527411133
585.3333333	0.526495117
585.6666667	0.524076172
586	0.521006836
586.3333333	0.504949219
586.6666667	0.503158203
587	0.505458984
587.3333333	0.505703125
587.6666667	0.506229492
588	0.506717773
588.3333333	0.5125625
588.6666667	0.510508789
589	0.512290039
589.3333333	0.501984375
589.6666667	0.504570313
590	0.505899414
590.3333333	0.504961914
590.6666667	0.505149414
591	0.510408203
591.3333333	0.509791992
591.6666667	0.510509766
592	0.510439453
592.3333333	0.511083008
592.6666667	0.510251953
593	0.50740625
593.3333333	0.506573242
593.6666667	0.506916016
594	0.51002832
594.3333333	0.510676758
594.6666667	0.508083984
595	0.503301758
595.3333333	0.505056641
595.6666667	0.502292969
596	0.503901367
596.3333333	0.502987305
596.6666667	0.505785156
597	0.500098633
597.3333333	0.496635742
597.6666667	0.495269531
598	0.497240234
598.3333333	0.497196289
598.6666667	0.497554688
599	0.498139648
599.3333333	0.503516602
599.6666667	0.505300781
600	0.505785156
600.3333333	0.501847656
600.6666667	0.504485352
601	0.500416016
601.3333333	0.505293945
601.6666667	0.507572266
602	0.507397461
602.3333333	0.507493164
602.6666667	0.508970703
603	0.509871094
603.3333333	0.509996094
603.6666667	0.511305664
604	0.511978516
604.3333333	0.512552734
604.6666667	0.512799805
605	0.513922852
605.3333333	0.515208008
605.6666667	0.517959961
606	0.519961914
606.3333333	0.521549805
606.6666667	0.523291016
607	0.525056641
607.3333333	0.520401367
607.6666667	0.520859375
608	0.521564453
608.3333333	0.521823242
608.6666667	0.523152344
609	0.523552734
609.3333333	0.524688477
609.6666667	0.524657227
610	0.527033203
610.3333333	0.527685547
610.6666667	0.526060547
611	0.526271484
611.3333333	0.524359375
611.6666667	0.525566406
612	0.524825195
612.3333333	0.524799805
612.6666667	0.527290039
613	0.525671875
613.3333333	0.525633789
613.6666667	0.523991211
614	0.517037109
614.3333333	0.522706055
614.6666667	0.521811523
615	0.522097656
615.3333333	0.522665039
615.6666667	0.521347656
616	0.522017578
616.3333333	0.517928711
616.6666667	0.515513672
617	0.511277344
617.3333333	0.51630957
617.6666667	0.511303711
618	0.510542969
618.3333333	0.508080078
618.6666667	0.509209961
619	0.50765332
619.3333333	0.504183594
619.6666667	0.504541016
620	0.503740234
620.3333333	0.504112305
620.6666667	0.500819336
621	0.499994141
621.3333333	0.497366211
621.6666667	0.497080078
622	0.49012207
622.3333333	0.486081055
622.6666667	0.484132813
623	0.482792969
623.3333333	0.481088867
623.6666667	0.484639648
624	0.477637695
624.3333333	0.476849609
624.6666667	0.471433594
625	0.470162109
625.3333333	0.465495117
625.6666667	0.467825195
626	0.463737305
626.3333333	0.463299805
626.6666667	0.462336914
627	0.461774414
627.3333333	0.458572266
627.6666667	0.453640625
628	0.451898438
628.3333333	0.449037109
628.6666667	0.447066406
629	0.445049805
629.3333333	0.442286133
629.6666667	0.44065332
630	0.441150391
630.3333333	0.44109375
630.6666667	0.433386719
631	0.433601563
631.3333333	0.434577148
631.6666667	0.434087891
632	0.431896484
632.3333333	0.4330625
632.6666667	0.432989258
633	0.431117188
633.3333333	0.428858398
633.6666667	0.429804688
634	0.438453125
634.3333333	0.440007813
634.6666667	0.438689453
635	0.439058594
635.3333333	0.44644043
635.6666667	0.444869141
636	0.446040039
636.3333333	0.445678711
636.6666667	0.444720703
637	0.445925781
637.3333333	0.447504883
637.6666667	0.44680957
638	0.448555664
638.3333333	0.450674805
638.6666667	0.452341797
639	0.456704102
639.3333333	0.457274414
639.6666667	0.460026367
640	0.455367188
640.3333333	0.457818359
640.6666667	0.460587891
641	0.456960938
641.3333333	0.459912109
641.6666667	0.463537109
642	0.464461914
642.3333333	0.461240234
642.6666667	0.462605469
643	0.466976563
643.3333333	0.468910156
643.6666667	0.469319336
644	0.472383789
644.3333333	0.473895508
644.6666667	0.474390625
645	0.473393555
645.3333333	0.478835938
645.6666667	0.481102539
646	0.481408203
646.3333333	0.485683594
646.6666667	0.482204102
647	0.485313477
647.3333333	0.486333008
647.6666667	0.493137695
648	0.491828125
648.3333333	0.49515625
648.6666667	0.49587207
649	0.501230469
649.3333333	0.501291992
649.6666667	0.504053711
650	0.510635742
650.3333333	0.508855469
650.6666667	0.509212891
651	0.510407227
651.3333333	0.508463867
651.6666667	0.510244141
652	0.515742188
652.3333333	0.520735352
652.6666667	0.519266602
653	0.523203125
653.3333333	0.519613281
653.6666667	0.525767578
654	0.519087891
654.3333333	0.522900391
654.6666667	0.521792969
655	0.524557617
655.3333333	0.522552734
655.6666667	0.523948242
656	0.526758789
656.3333333	0.527570313
656.6666667	0.529111328
657	0.532644531
657.3333333	0.529709961
657.6666667	0.537019531
658	0.531166992
658.3333333	0.534174805
658.6666667	0.533676758
659	0.53540332
659.3333333	0.534400391
659.6666667	0.533079102
660	0.534519531
660.3333333	0.536942383
660.6666667	0.539485352
661	0.539787109
661.3333333	0.540487305
661.6666667	0.543297852
662	0.544263672
662.3333333	0.54215918
662.6666667	0.545254883
663	0.544753906
663.3333333	0.540796875
663.6666667	0.540395508
664	0.543429688
664.3333333	0.540150391
664.6666667	0.543269531
665	0.540183594
665.3333333	0.537521484
665.6666667	0.53921582
666	0.537331055
666.3333333	0.532712891
666.6666667	0.527238281
667	0.526999023
667.3333333	0.527611328
667.6666667	0.527141602
668	0.523587891
668.3333333	0.522399414
668.6666667	0.522369141
669	0.519310547
669.3333333	0.520570313
669.6666667	0.520198242
670	0.516896484
670.3333333	0.520878906
670.6666667	0.522588867
671	0.525699219
671.3333333	0.519835938
671.6666667	0.523996094
672	0.523014648
672.3333333	0.523582031
672.6666667	0.522342773
673	0.519745117
673.3333333	0.51577832
673.6666667	0.514961914
674	0.514649414
674.3333333	0.517149414
674.6666667	0.515296875
675	0.515200195
675.3333333	0.514867188
675.6666667	0.513393555
676	0.513746094
676.3333333	0.518333008
676.6666667	0.522525391
677	0.51790332
677.3333333	0.51328125
677.6666667	0.515697266
678	0.510749023
678.3333333	0.497550781
678.6666667	0.496470703
679	0.506004883
679.3333333	0.505886719
679.6666667	0.499469727
680	0.488211914
680.3333333	0.487558594
680.6666667	0.49309668
681	0.4910625
681.3333333	0.489848633
681.6666667	0.494355469
682	0.498873047
682.3333333	0.494415039
682.6666667	0.496647461
683	0.498777344
683.3333333	0.50122168
683.6666667	0.499963867
684	0.508793945
684.3333333	0.503762695
684.6666667	0.512869141
685	0.511624023
685.3333333	0.513458008
685.6666667	0.514523438
686	0.520804688
686.3333333	0.520570313
686.6666667	0.524375
687	0.530185547
687.3333333	0.53028125
687.6666667	0.530791016
688	0.532711914
688.3333333	0.539713867
688.6666667	0.543658203
689	0.540009766
689.3333333	0.542123047
689.6666667	0.54819043
690	0.549178711
690.3333333	0.554132813
690.6666667	0.557457031
691	0.56037793
691.3333333	0.561900391
691.6666667	0.566760742
692	0.566575195
692.3333333	0.573935547
692.6666667	0.574630859
693	0.569620117
693.3333333	0.574027344
693.6666667	0.576742188
694	0.585008789
694.3333333	0.581091797
694.6666667	0.58355957
695	0.586348633
695.3333333	0.591371094
695.6666667	0.590367188
696	0.596914063
696.3333333	0.593734375
696.6666667	0.599480469
697	0.599326172
697.3333333	0.599086914
697.6666667	0.598698242
698	0.597631836
698.3333333	0.598324219
698.6666667	0.6039375
699	0.595547852
699.3333333	0.601472656
699.6666667	0.60178125
700	0.596514648
700.3333333	0.590755859
700.6666667	0.593826172
701	0.59684082
701.3333333	0.600341797
701.6666667	0.593443359
702	0.595260742
702.3333333	0.597228516
702.6666667	0.594962891
703	0.597208008
703.3333333	0.594071289
703.6666667	0.596814453
704	0.594326172
704.3333333	0.597092773
704.6666667	0.596490234
705	0.59690918
705.3333333	0.595996094
705.6666667	0.596666016
706	0.595618164
706.3333333	0.588573242
706.6666667	0.594700195
707	0.590852539
707.3333333	0.593022461
707.6666667	0.589061523
708	0.588276367
708.3333333	0.587577148
708.6666667	0.589615234
709	0.591421875
709.3333333	0.591288086
709.6666667	0.591791016
710	0.593984375
710.3333333	0.59415918
710.6666667	0.591061523
711	0.590347656
711.3333333	0.589898438
711.6666667	0.591569336
712	0.587145508
712.3333333	0.588199219
712.6666667	0.591683594
713	0.586613281
713.3333333	0.58812793
713.6666667	0.583492188
714	0.581608398
714.3333333	0.581921875
714.6666667	0.582762695
715	0.580042969
715.3333333	0.579691406
715.6666667	0.585473633
716	0.581043945
716.3333333	0.579472656
716.6666667	0.573953125
717	0.573875
717.3333333	0.571344727
717.6666667	0.574519531
718	0.57078418
718.3333333	0.569125
718.6666667	0.572946289
719	0.573750977
719.3333333	0.567694336
719.6666667	0.567810547
720	0.568637695
720.3333333	0.566335938
720.6666667	0.565957031
721	0.565769531
721.3333333	0.563675781
721.6666667	0.562836914
722	0.560949219
722.3333333	0.559739258
722.6666667	0.557733398
723	0.559898438
723.3333333	0.556331055
723.6666667	0.556112305
724	0.554764648
724.3333333	0.552958984
724.6666667	0.547295898
725	0.554712891
725.3333333	0.550811523
725.6666667	0.551667969
726	0.547708008
726.3333333	0.54465332
726.6666667	0.54215332
727	0.538969727
727.3333333	0.537385742
727.6666667	0.536370117
728	0.535769531
728.3333333	0.534932617
728.6666667	0.534148438
729	0.518795898
729.3333333	0.519575195
729.6666667	0.517361328
730	0.516592773
730.3333333	0.512553711
730.6666667	0.512038086
731	0.498056641
731.3333333	0.499477539
731.6666667	0.498324219
732	0.492570313
732.3333333	0.489504883
732.6666667	0.489584961
733	0.499238281
733.3333333	0.498569336
733.6666667	0.497213867
734	0.489418945
734.3333333	0.488496094
734.6666667	0.487572266
735	0.488527344
735.3333333	0.487709961
735.6666667	0.487570313
736	0.487050781
736.3333333	0.487119141
736.6666667	0.491178711
737	0.492483398
737.3333333	0.49472168
737.6666667	0.496879883
738	0.499106445
738.3333333	0.499053711
738.6666667	0.496860352
739	0.497904297
739.3333333	0.495056641
739.6666667	0.495298828
740	0.491695313
740.3333333	0.490208008
740.6666667	0.492041016
741	0.492711914
741.3333333	0.491554688
741.6666667	0.494056641
742	0.495931641
742.3333333	0.49840625
742.6666667	0.498711914
743	0.498542969
743.3333333	0.498415039
743.6666667	0.495833984
744	0.496046875
744.3333333	0.496456055
744.6666667	0.495071289
745	0.494506836
745.3333333	0.493140625
745.6666667	0.494332031
746	0.494657227
746.3333333	0.495318359
746.6666667	0.494776367
747	0.493822266
747.3333333	0.492861328
747.6666667	0.494480469
748	0.491572266
748.3333333	0.491074219
748.6666667	0.491948242
749	0.492365234
749.3333333	0.49381543
749.6666667	0.492557617
750	0.491790039
750.3333333	0.491476563
750.6666667	0.491308594
751	0.493311523
751.3333333	0.493181641
751.6666667	0.491842773
752	0.493432617
752.3333333	0.491554688
752.6666667	0.489914063
753	0.488318359
753.3333333	0.486959961
753.6666667	0.48721582
754	0.486549805
754.3333333	0.484969727
754.6666667	0.485618164
755	0.487494141
755.3333333	0.487452148
755.6666667	0.489268555
756	0.489404297
756.3333333	0.490285156
756.6666667	0.488925781
757	0.489490234
757.3333333	0.490292969
757.6666667	0.492439453
758	0.498320313
758.3333333	0.498392578
758.6666667	0.495957031
759	0.496137695
759.3333333	0.496754883
759.6666667	0.493951172
760	0.493366211
760.3333333	0.494109375
760.6666667	0.494165039
761	0.493723633
761.3333333	0.494260742
761.6666667	0.494524414
762	0.498649414
762.3333333	0.494871094
762.6666667	0.492228516
763	0.49203125
763.3333333	0.49030957
763.6666667	0.486586914
764	0.489869141
764.3333333	0.490645508
764.6666667	0.491569336
765	0.493897461
765.3333333	0.493525391
765.6666667	0.493729492
766	0.496838867
766.3333333	0.497227539
766.6666667	0.497979492
767	0.493895508
767.3333333	0.496356445
767.6666667	0.497493164
768	0.498199219
768.3333333	0.501632813
768.6666667	0.506068359
769	0.508055664
769.3333333	0.511907227
769.6666667	0.51462793
770	0.513580078
770.3333333	0.515350586
770.6666667	0.51325
771	0.512735352
771.3333333	0.511494141
771.6666667	0.513719727
772	0.516791992
772.3333333	0.523614258
772.6666667	0.525258789
773	0.525686523
773.3333333	0.528566406
773.6666667	0.530541016
774	0.525433594
774.3333333	0.526859375
774.6666667	0.528891602
775	0.528894531
775.3333333	0.53209375
775.6666667	0.522292969
776	0.524462891
776.3333333	0.538694336
776.6666667	0.531731445
777	0.532455078
777.3333333	0.534775391
777.6666667	0.530618164
778	0.536699219
778.3333333	0.537556641
778.6666667	0.536703125
779	0.536691406
779.3333333	0.537643555
779.6666667	0.535951172
780	0.537117188
780.3333333	0.538453125
780.6666667	0.541423828
781	0.543821289
781.3333333	0.543077148
781.6666667	0.541875977
782	0.540775391
782.3333333	0.539399414
782.6666667	0.540878906
783	0.53915918
783.3333333	0.541009766
783.6666667	0.540935547
784	0.538125977
784.3333333	0.535792969
784.6666667	0.536231445
785	0.535287109
785.3333333	0.532983398
785.6666667	0.53509668
786	0.538810547
786.3333333	0.537666992
786.6666667	0.538267578
787	0.536506836
787.3333333	0.537279297
787.6666667	0.535859375
788	0.534933594
788.3333333	0.541245117
788.6666667	0.541152344
789	0.540385742
789.3333333	0.541304688
789.6666667	0.539629883
790	0.539085938
790.3333333	0.538849609
790.6666667	0.539862305
791	0.538009766
791.3333333	0.538799805
791.6666667	0.538136719
792	0.539080078
792.3333333	0.537166016
792.6666667	0.537892578
793	0.536047852
793.3333333	0.538131836
793.6666667	0.537399414
794	0.539414063
794.3333333	0.539647461
794.6666667	0.541358398
795	0.543019531
795.3333333	0.543963867
795.6666667	0.54393457
796	0.545026367
796.3333333	0.548685547
796.6666667	0.548886719
797	0.550742188
797.3333333	0.550733398
797.6666667	0.553591797
798	0.553088867
798.3333333	0.553805664
798.6666667	0.555777344
799	0.553796875
799.3333333	0.557685547
799.6666667	0.559770508
800	0.563067383
800.3333333	0.562478516
800.6666667	0.561936523
801	0.563352539
801.3333333	0.565171875
801.6666667	0.56646875
802	0.56919043
802.3333333	0.570292969
802.6666667	0.572525391
803	0.576267578
803.3333333	0.581021484
803.6666667	0.580544922
804	0.582385742
804.3333333	0.584299805
804.6666667	0.582285156
805	0.583338867
805.3333333	0.584019531
805.6666667	0.582541992
806	0.585425781
806.3333333	0.583785156
806.6666667	0.584097656
807	0.58040918
807.3333333	0.578694336
807.6666667	0.579407227
808	0.579669922
808.3333333	0.579068359
808.6666667	0.579930664
809	0.581333984
809.3333333	0.581254883
809.6666667	0.57950293
810	0.581231445
810.3333333	0.581016602
810.6666667	0.583749023
811	0.583338867
811.3333333	0.584416016
811.6666667	0.586295898
812	0.587605469
812.3333333	0.588504883
812.6666667	0.590568359
813	0.590326172
813.3333333	0.592393555
813.6666667	0.592186523
814	0.593708984
814.3333333	0.59425
814.6666667	0.595235352
815	0.597785156
815.3333333	0.596030273
815.6666667	0.596339844
816	0.599799805
816.3333333	0.601384766
816.6666667	0.602723633
817	0.60271875
817.3333333	0.604776367
817.6666667	0.603826172
818	0.605330078
818.3333333	0.607292969
818.6666667	0.609024414
819	0.604374023
819.3333333	0.60602832
819.6666667	0.614726563
820	0.615696289
820.3333333	0.618236328
820.6666667	0.617675781
821	0.611357422
821.3333333	0.612328125
821.6666667	0.618186523
822	0.610363281
822.3333333	0.611783203
822.6666667	0.613649414
823	0.614708008
823.3333333	0.611220703
823.6666667	0.609961914
824	0.606138672
824.3333333	0.603764648
824.6666667	0.602576172
825	0.601969727
825.3333333	0.598762695
825.6666667	0.598191406
826	0.598533203
826.3333333	0.596775391
826.6666667	0.595052734
827	0.595389648
827.3333333	0.594929688
827.6666667	0.592182617
828	0.586663086
828.3333333	0.584588867
828.6666667	0.583858398
829	0.582205078
829.3333333	0.579025391
829.6666667	0.576180664
830	0.574533203
830.3333333	0.571914063
830.6666667	0.568441406
831	0.566070313
831.3333333	0.566239258
831.6666667	0.56593457
832	0.566136719
832.3333333	0.565953125
832.6666667	0.567150391
833	0.563551758
833.3333333	0.566637695
833.6666667	0.568424805
834	0.567261719
834.3333333	0.564323242
834.6666667	0.563692383
835	0.561851563
835.3333333	0.563978516
835.6666667	0.562782227
836	0.563087891
836.3333333	0.562128906
836.6666667	0.559822266
837	0.560000977
837.3333333	0.556227539
837.6666667	0.554712891
838	0.556117188
838.3333333	0.553101563
838.6666667	0.548648438
839	0.55127832
839.3333333	0.5484375
839.6666667	0.547988281
840	0.546725586
840.3333333	0.544698242
840.6666667	0.544287109
841	0.544669922
841.3333333	0.540491211
841.6666667	0.543276367
842	0.541725586
842.3333333	0.541658203
842.6666667	0.542205078
843	0.540819336
843.3333333	0.540961914
843.6666667	0.541817383
844	0.541337891
844.3333333	0.540803711
844.6666667	0.540416992
845	0.541251953
845.3333333	0.540955078
845.6666667	0.541858398
846	0.539081055
846.3333333	0.529737305
846.6666667	0.528996094
847	0.52905957
847.3333333	0.528838867
847.6666667	0.527586914
848	0.526337891
848.3333333	0.522118164
848.6666667	0.52134668
849	0.519396484
849.3333333	0.518132813
849.6666667	0.515068359
850	0.525228516
850.3333333	0.513769531
850.6666667	0.517424805
851	0.517149414
851.3333333	0.512749023
851.6666667	0.515916016
852	0.515055664
852.3333333	0.513929688
852.6666667	0.513324219
853	0.518261719
853.3333333	0.519088867
853.6666667	0.512773438
854	0.513052734
854.3333333	0.515347656
854.6666667	0.512833984
855	0.513826172
855.3333333	0.513701172
855.6666667	0.513933594
856	0.513769531
856.3333333	0.510767578
856.6666667	0.510731445
857	0.512274414
857.3333333	0.511953125
857.6666667	0.513938477
858	0.512893555
858.3333333	0.514354492
858.6666667	0.515554688
859	0.514498047
859.3333333	0.516183594
859.6666667	0.518334961
860	0.518681641
860.3333333	0.518675781
860.6666667	0.515011719
861	0.518633789
861.3333333	0.517963867
861.6666667	0.520599609
862	0.520730469
862.3333333	0.51921582
862.6666667	0.523130859
863	0.520560547
863.3333333	0.519688477
863.6666667	0.51972168
864	0.517456055
864.3333333	0.520029297
864.6666667	0.519298828
865	0.522762695
865.3333333	0.521822266
865.6666667	0.520947266
866	0.521271484
866.3333333	0.521861328
866.6666667	0.518883789
867	0.518357422
867.3333333	0.515447266
867.6666667	0.515063477
868	0.519246094
868.3333333	0.514800781
